name,url,description,started_at,category,city,website,socials,business_id,finder_url
VibeCatch,https://startup100.net/company/vibecatch-1,"VibeCatch is an advanced employee engagement platform that utilizes frequent pulse polls and analytics to help companies build better culture and improve their bottom line. It is the only employee engagement tool that leverages the effective Quality of Work Life (QWL) Index, created by professor Marko Kesti, a leading academic specializing in HRM performance.

The QWL Index uses unique job satisfaction metrics that highlight specific areas of improvement within the organization, by pinpointing weak signals and undercurrents that most survey methods fail to detect. Through automated polls collecting relevant feedback, leadership can easily shift focus from measuring job satisfaction to actually improving it.

With the scientifically-backed QWL framework, companies can even link employee engagement to productivity and financial results, giving them the opportunity to find what areas would benefit the most from developmental investments.

VibeCatch is a subscription based service with prices starting at $2700 per year including all features and online support targeted at companies with 100 employees and below. If you have over 100 employees please contact us to get an offer.",2016,SaaS/Business Software,Oulu,https://vibecatch.com/,"{'twitter': 'https://www.twitter.com/vibecatch', 'facebook': 'https://www.facebook.com/vibecatch', 'linkedin': 'https://www.linkedin.com/company/10019171'}",2794451-1,https://www.finder.fi/search?what=2794451-1&type=company
Vibemetrics,https://startup100.net/company/vibemetrics-1,"*Stay on top of the vibes with our Vibemeter.* 
A new tool for 
- individuals to understand and monitor their well being at work, 
- for teams to know how colleagues are feeling and what works and what doesn't, and 
- for the management to know how people are feeling and how they think about key wellbeing indicators.",2019,SaaS/Business Software,Tuusula,https://vibemetrics.com/,"{'twitter': 'https://www.twitter.com/vibemetrics', 'facebook': 'https://www.facebook.com/vibemetrics'}",2988220-3,https://www.finder.fi/search?what=2988220-3&type=company
Vicipass,https://startup100.net/company/vicipass,,2010,Other Consumer Software & Apps,Espoo,http://www.vicipass.com,{'linkedin': 'https://www.linkedin.com/company/vicipass'},,
Vidalico Digital,https://startup100.net/company/vidalico-digital,"Make sales easier with our data-driven marketing approach. We help growth companies to improve their market positioning, gain better insights from their data, and take their growth to the next level.

We are a 𝐃𝐚𝐭𝐚-𝐃𝐫𝐢𝐯𝐞𝐧 𝐆𝐫𝐨𝐰𝐭𝐡 𝐀𝐠𝐞𝐧𝐜𝐲 based in Zurich, Switzerland 🇨🇭 and Helsinki, Finland 🇫🇮 with a mission to leverage the power of marketing, data, and technology to help companies reach customers with the right information at the right time and make informed decisions. 

We're your strategic growth partner. Here's how we bridge the marketing gap:

𝐑𝐄𝐀𝐂𝐇 your customers: MARKETING AS A SERVICE

𝐌𝐀𝐍𝐀𝐆𝐄 your customers: HUBSPOT CUSTOMER PLATFORM

𝐔𝐍𝐃𝐄𝐑𝐒𝐓𝐀𝐍𝐃 your customers: CHAT WITH YOUR DATA™️

Our wide range of experience across different industries and businesses makes us a valuable addition to your team!",2014,SaaS/Business Software,Helsinki,https://www.vidalico.com/,"{'twitter': 'https://www.twitter.com/vidalicodigital/', 'facebook': 'https://www.facebook.com/vidalicodigital', 'linkedin': 'https://www.linkedin.com/company/15247457'}",,
Videobot,https://startup100.net/company/videobot,With Videobot you can increase your website engagement and lead conversion by offering an engaging way to navigate your website with a personalized video funnel.,2022,"SaaS/AdTech, MarTech, E-commerce",Turku,https://www.videobot.com/,"{'twitter': 'https://www.twitter.com/Videobot_com', 'facebook': 'https://www.facebook.com/videobotcom'}",3304661-1,https://www.finder.fi/search?what=3304661-1&type=company
Videolle,https://startup100.net/company/videolle,"We are an end-to-end venture operator and a strategic R&D partner.

Our companies have started with nothing but curiosity. From media production to deep learning to decentralised technologies and beyond — we love to solve complex problems and take on new challenges.

When you work with us, you get a dedicated team of experienced venture-builders. We combine our deep understanding of business, human-behaviour and technology to solve the right problems — even the most complex ones.

We help you build and scale to a profitable business.",2013,SaaS/Business Software,Helsinki,http://videolle.fi/,"{'twitter': 'https://www.twitter.com/nordicventure', 'facebook': 'https://www.facebook.com/videolle', 'linkedin': 'https://www.linkedin.com/company/3242052', 'slideshare': 'https://www.slideshare.net/VilleTapani', 'youtube': 'https://www.youtube.com/user/videollefi'}",,
Videoly,https://startup100.net/company/videoly,"Videoly is the easiest way for online retailers to get hand-picked and automatically embedded product videos to online stores 🎥✨

🛒 For retailers

Videoly sources existing video content such as reviews, presentations, unboxing, how-tos, from YouTube and directly from brands. User-generated content is also covered. Videos are embedded directly to online stores’ product pages.

Before being linked to a product page, all videos are validated by a human viewer to ensure they’re suitable. 

🏷 For brands

Videoly ensures brands’ own videos are efficiently distributed to online retailers’ product pages. It lets brands take control of how and where their videos are shown and gets brand videos to exactly where they should be - next to the add-to-cart button on a reseller’s online store.



✅ Increased sales: Product videos increase conversion rate by an average of 34%.

✅ Enhanced customer experience: Increased video coverage gives consumers richer product information.

✅ SEO ranking: Consumers stay longer on pages with video, boosting time spent on site and Google hits.

✅ Zero hassle: Videoly is fully automated. We add thousands of videos without any manual work required from users.

✅ Replicate the in-store experience online: Nothing beats actually seeing a product in action.

✅ Reduced return rate: Through video, consumers are able to make more informed purchase decisions, thus lowering product returns.

✅ Keep control of your content: Videoly means your videos are shown in the optimal position on resellers’ pages.",2014,SaaS/Business Software,Helsinki,http://videoly.co/,"{'twitter': 'https://twitter.com/videoly', 'facebook': 'https://www.facebook.com/videoly.co', 'linkedin': 'https://www.linkedin.com/company/6381414', 'youtube': 'https://www.youtube.com/user/VideolyCo/'}",,
VideoVisit,https://startup100.net/company/videovisit,"VideoVisit is a Nordic SaaS-platform offering digital solutions to outpatient care. We are especially focused on Virtual Home Care and Digital Clinic solutions. 

We make healthcare available to everyone, anywhere and anytime. Our mission is to provide solutions that help people to live independently at home for as long as possible. We collaborate with health care specialists to ensure that our solutions are available to everyone who needs them.

In the Finnish healthcare market VideoVisit holds strong market position with over 200 municipalities and care providers using VideoVisit platform. Annually over 1 million virtual care visits are completed with VideoVisit platform - providing over 40M€ annual savings for care operators.",2007,SaaS/Communications & Telecom,Vantaa,http://www.videovisitglobal.com,"{'twitter': 'https://twitter.com/videovisit', 'linkedin': 'https://www.linkedin.com/company/1925689'}",,
Viherio Technologies,https://startup100.net/company/viherio-technologies,,2006,Other Consumer Software & Apps,Oulu,http://www.viherio.com/,"{'twitter': 'https://twitter.com/GREENi_Golf', 'facebook': 'https://www.facebook.com/GREENiGolf', 'linkedin': 'https://www.linkedin.com/company/630394'}",,
Viilea,https://startup100.net/company/viilea,"Зимни Топли Хип-хоп Жени, Мъже, Мистериозни чорапи на Древен Египет, Египетски символ, абсорбиращи потта Футболни чорапи",2014,Hardware & Devices,Lahti,http://www.viilea.fi/,{'facebook': 'https://www.facebook.com/viileafi'},,
